id,from,to,from_frame,to_frame
1284,1107,1137,47,48
1285,1081,1107,46,47
1286,1056,1081,45,46
1287,1032,1056,44,45
1288,1195,1225,50,51
1289,1168,1195,49,50
1290,1142,1168,48,49
1291,1112,1142,47,48
1292,1087,1112,46,47
1293,1064,1087,45,46
1294,1798,1830,72,73
1295,1769,1798,71,72
1296,1738,1769,70,71
1297,1707,1738,69,70
1298,1675,1707,68,69
1299,1646,1675,67,68
1300,1616,1646,66,67
1301,1586,1616,65,66
1302,1559,1586,64,65
1303,1533,1559,63,64
1304,1507,1533,62,63
1305,1482,1507,61,62
1306,1455,1482,60,61
1307,1429,1455,59,60
1308,1402,1429,58,59
1309,1376,1402,57,58
1310,1351,1376,56,57
1311,1324,1351,55,56
1312,1297,1324,54,55
1313,1271,1297,53,54
1314,1243,1271,52,53
1315,1215,1243,51,52
1316,1187,1215,50,51
1317,1159,1187,49,50
1318,1134,1159,48,49
1319,1103,1134,47,48
1320,1812,1843,72,73
1321,1781,1812,71,72
1322,1750,1781,70,71
1323,1720,1750,69,70
1324,1689,1720,68,69
1325,1660,1689,67,68
1326,1630,1660,66,67
1327,1600,1630,65,66
1328,1571,1600,64,65
1329,1545,1571,63,64
1330,1519,1545,62,63
1331,1493,1519,61,62
1332,1468,1493,60,61
1333,1442,1468,59,60
1334,1414,1442,58,59
1335,1389,1414,57,58
1336,1364,1389,56,57
1337,1339,1364,55,56
1338,1312,1339,54,55
1339,1287,1312,53,54
1340,1259,1287,52,53
1341,1232,1259,51,52
1342,1204,1232,50,51
1343,1176,1204,49,50
1344,1152,1176,48,49
1345,1120,1152,47,48
1346,1579,1610,65,66
1347,1552,1579,64,65
1348,1526,1552,63,64
1349,1500,1526,62,63
1350,1475,1500,61,62
1351,1449,1475,60,61
1352,1422,1449,59,60
1353,1395,1422,58,59
1354,1369,1395,57,58
1355,1343,1369,56,57
1356,1318,1343,55,56
1357,1292,1318,54,55
1358,1265,1292,53,54
1359,1237,1265,52,53
1360,1210,1237,51,52
1361,1181,1210,50,51
1362,1155,1181,49,50
1363,1126,1155,48,49
1364,1281,1308,53,54
1365,1255,1281,52,53
1366,1228,1255,51,52
1367,1197,1228,50,51
1368,1170,1197,49,50
1369,1144,1170,48,49
1370,1796,1827,72,73
1371,1766,1796,71,72
1372,1735,1766,70,71
1373,1705,1735,69,70
1374,1674,1705,68,69
1375,1644,1674,67,68
1376,1614,1644,66,67
1377,1585,1614,65,66
1378,1558,1585,64,65
1379,1532,1558,63,64
1380,1506,1532,62,63
1381,1481,1506,61,62
1382,1456,1481,60,61
1383,1427,1456,59,60
1384,1401,1427,58,59
1385,1374,1401,57,58
1386,1350,1374,56,57
1387,1326,1350,55,56
1388,1298,1326,54,55
1389,1273,1298,53,54
1390,1244,1273,52,53
1391,1217,1244,51,52
1392,1188,1217,50,51
1393,1160,1188,49,50
1394,1418,1446,59,60
1395,1393,1418,58,59
1396,1367,1393,57,58
1397,1341,1367,56,57
1398,1315,1341,55,56
1399,1290,1315,54,55
1400,1262,1290,53,54
1401,1235,1262,52,53
1402,1207,1235,51,52
1403,1784,1815,72,73
1404,1754,1784,71,72
1405,1725,1754,70,71
1406,1695,1725,69,70
1407,1666,1695,68,69
1408,1638,1666,67,68
1409,1609,1638,66,67
1410,1581,1609,65,66
1411,1554,1581,64,65
1412,1529,1554,63,64
1413,1503,1529,62,63
1414,1478,1503,61,62
1415,1452,1478,60,61
1416,1425,1452,59,60
1417,1398,1425,58,59
1418,1373,1398,57,58
1419,1348,1373,56,57
1420,1323,1348,55,56
1421,1296,1323,54,55
1422,1270,1296,53,54
1423,1242,1270,52,53
1424,1216,1242,51,52
1425,1567,1596,64,65
1426,1542,1567,63,64
1427,1516,1542,62,63
1428,1488,1516,61,62
1429,1462,1488,60,61
1430,1436,1462,59,60
1431,1408,1436,58,59
1432,1383,1408,57,58
1433,1359,1383,56,57
1434,1333,1359,55,56
1435,1305,1333,54,55
1436,1279,1305,53,54
1437,1252,1279,52,53
1438,1224,1252,51,52
1439,1394,1421,58,59
1440,1368,1394,57,58
1441,1342,1368,56,57
1442,1316,1342,55,56
1443,1291,1316,54,55
1444,1263,1291,53,54
1445,1236,1263,52,53
1446,1792,1824,72,73
1447,1763,1792,71,72
1448,1733,1763,70,71
1449,1703,1733,69,70
1450,1672,1703,68,69
1451,1642,1672,67,68
1452,1612,1642,66,67
1453,1582,1612,65,66
1454,1553,1582,64,65
1455,1527,1553,63,64
1456,1501,1527,62,63
1457,1476,1501,61,62
1458,1450,1476,60,61
1459,1423,1450,59,60
1460,1396,1423,58,59
1461,1371,1396,57,58
1462,1345,1371,56,57
1463,1320,1345,55,56
1464,1623,1652,66,67
1465,1591,1623,65,66
1466,1564,1591,64,65
1467,1538,1564,63,64
1468,1512,1538,62,63
1469,1487,1512,61,62
1470,1461,1487,60,61
1471,1435,1461,59,60
1472,1407,1435,58,59
1473,1382,1407,57,58
1474,1357,1382,56,57
1475,1464,1489,60,61
1476,1438,1464,59,60
1477,1410,1438,58,59
1478,1385,1410,57,58
1479,1361,1385,56,57
1480,1577,1607,65,66
1481,1549,1577,64,65
1482,1522,1549,63,64
1483,1496,1522,62,63
1484,1471,1496,61,62
1485,1445,1471,60,61
1486,1417,1445,59,60
1487,1551,1578,64,65
1488,1524,1551,63,64
1489,1497,1524,62,63
1490,1472,1497,61,62
1491,1447,1472,60,61
1492,1419,1447,59,60
1493,1499,1525,62,63
1494,1474,1499,61,62
1495,1448,1474,60,61
1496,1420,1448,59,60
1497,1693,1724,69,70
1498,1663,1693,68,69
1499,1633,1663,67,68
1500,1603,1633,66,67
1501,1574,1603,65,66
1502,1550,1574,64,65
1503,1523,1550,63,64
1504,1498,1523,62,63
1505,1473,1498,61,62
1506,1813,1844,72,73
1507,1782,1813,71,72
1508,1751,1782,70,71
1509,1721,1751,69,70
1510,1690,1721,68,69
1511,1659,1690,67,68
1512,1629,1659,66,67
1513,1599,1629,65,66
1514,1570,1599,64,65
1515,1544,1570,63,64
1516,1518,1544,62,63
1517,1790,1822,72,73
1518,1758,1790,71,72
1519,1728,1758,70,71
1520,1697,1728,69,70
1521,1665,1697,68,69
1522,1634,1665,67,68
1523,1602,1634,66,67
1524,1572,1602,65,66
1525,1786,1817,72,73
1526,1756,1786,71,72
1527,1729,1756,70,71
1528,1698,1729,69,70
1529,1668,1698,68,69
1530,1637,1668,67,68
1531,1604,1637,66,67
1532,1573,1604,65,66
1533,1787,1821,72,73
1534,1760,1787,71,72
1535,1727,1760,70,71
1536,1699,1727,69,70
1537,1667,1699,68,69
1538,1635,1667,67,68
1539,1605,1635,66,67
1540,1575,1605,65,66
1541,1789,1818,72,73
1542,1761,1789,71,72
1543,1731,1761,70,71
1544,1700,1731,69,70
1545,1669,1700,68,69
1546,1639,1669,67,68
1547,1606,1639,66,67
1548,1576,1606,65,66
1549,1744,1775,70,71
1550,1713,1744,69,70
1551,1682,1713,68,69
1552,1653,1682,67,68
1553,1624,1653,66,67
1554,1592,1624,65,66
1555,1685,1715,68,69
1556,1656,1685,67,68
1557,1626,1656,66,67
1558,1595,1626,65,66
1559,1722,1752,69,70
1560,1691,1722,68,69
1561,1661,1691,67,68
1562,1631,1661,66,67
1563,1601,1631,65,66
1564,1791,1823,72,73
1565,1762,1791,71,72
1566,1730,1762,70,71
1567,1701,1730,69,70
1568,1670,1701,68,69
1569,1640,1670,67,68
1570,1608,1640,66,67
1571,1773,1803,71,72
1572,1742,1773,70,71
1573,1712,1742,69,70
1574,1681,1712,68,69
1575,1651,1681,67,68
1576,1622,1651,66,67
1577,1783,1814,71,72
1578,1753,1783,70,71
1579,1723,1753,69,70
1580,1692,1723,68,69
1581,1662,1692,67,68
1582,1632,1662,66,67
1583,1785,1816,72,73
1584,1755,1785,71,72
1585,1726,1755,70,71
1586,1694,1726,69,70
1587,1664,1694,68,69
1588,1636,1664,67,68
1589,1807,1837,72,73
1590,1777,1807,71,72
1591,1746,1777,70,71
1592,1714,1746,69,70
1593,1809,1839,72,73
1594,1779,1809,71,72
1595,1748,1779,70,71
1596,1717,1748,69,70
