ID,XM,YM,Slice
2163,1181.125,1007.293,60
2164,595.785,18.756,61
2165,851.114,4.339,61
2166,905.207,25.467,61
2167,385.26,34.643,61
2168,290.328,89.412,61
2169,1181.652,82.115,61
2170,1133.168,96.232,61
2171,1114.478,121.473,61
2172,1004.809,154.383,61
2173,675.308,166.224,61
2174,1089.77,175.057,61
2175,1006.936,182.819,61
2176,630.363,218.256,61
2177,1245.488,247.053,61
2178,1369.421,285.997,61
2179,1142.431,285.039,61
2180,18.329,348.971,61
2181,367.653,451.052,61
2182,974.177,505.805,61
2183,817.928,649.566,61
2184,480.457,656.752,61
2185,603.5,654.598,61
2186,614.469,669.053,61
2187,701.55,717.865,61
2188,118.31,750.701,61
2189,1379.547,746.036,61
2190,710.932,798.856,61
2191,555.03,874.154,61
2192,51.136,874.11,61
2193,1193.085,910.026,61
2194,581.278,946.665,61
2195,241.039,944.428,61
2196,1161.277,1008.653,61
2197,1186.091,1007.296,61
2198,855.153,9.063,62
2199,908.935,32.844,62
2200,399.266,43.637,62
2201,1191.283,90.361,62
2202,1216.09,80.576,62
2203,290.263,91.29,62
2204,1116.484,120.875,62
2205,1003.548,154.761,62
2206,1089.074,173.961,62
2207,1006.023,183.061,62
2208,672.147,193.884,62
2209,622.179,225.063,62
2210,1230.62,249.714,62
2211,1362.311,275.833,62
2212,1142.369,283.766,62
2213,22.772,345.893,62
2214,366.307,455.175,62
2215,977.143,509.655,62
2216,809.509,652.988,62
2217,475.483,669.049,62
2218,607.664,659.671,62
2219,692.861,711.143,62
2220,110.237,749.606,62
2221,1380.5,757.33,62
2222,711.003,803.021,62
2223,557.84,866.322,62
2224,51.908,878.691,62
2225,1191.527,895.991,62
2226,1159.53,905.333,62
2227,5.707,920.679,62
2228,248.967,932.178,62
2229,571.419,950.46,62
2230,1185.715,1001.387,62
2231,1161.826,1003.564,62
2232,187.211,1036.064,62
2233,866.534,13.169,63
2234,410.753,52.197,63
2235,908.668,40.276,63
2236,885.274,55.937,63
2237,1206.939,85.255,63
2238,1234.495,69.84,63
2239,291.744,88.902,63
2240,1120.499,118.823,63
2241,999.932,153.691,63
2242,1085.989,170.775,63
2243,1005.864,182.907,63
2244,696.893,218.381,63
2245,619.987,235.768,63
2246,1224.104,245.124,63
2247,1350.606,257.985,63
2248,1141.754,282.603,63
2249,24.794,345.044,63
2250,359.687,457.466,63
2251,977.277,513.211,63
2252,796.484,658.727,63
2253,608.64,660.28,63
2254,467.621,670.022,63
2255,688.01,705.745,63
2256,107.078,744.33,63
2257,1384.665,756.32,63
2258,709.302,807.698,63
2259,552.651,862.186,63
2260,54.537,885.669,63
2261,1187.732,896.001,63
2262,1155.693,906.028,63
2263,261.88,924.259,63
2264,569.391,956.771,63
2265,1186.798,1011.82,63
2266,161.852,1030.405,63
2267,1083.979,1033.824,63
2268,40.914,10.262,64
2269,879.369,21.763,64
2270,415.784,59.125,64
2271,919.373,47.307,64
2272,1243.618,59.607,64
2273,1220.326,79.282,64
2274,894.943,63.27,64
2275,294.441,89,64
2276,1121.173,114.495,64
2277,1001.66,154.369,64
2278,1087.445,166.27,64
2279,1006.616,181.857,64
2280,710.261,229.783,64
2281,620.745,240.982,64
2282,1341.445,238.308,64
2283,1222.956,245.671,64
2284,1142.12,280.784,64
2285,30.279,343.894,64
2286,347.938,461.488,64
2287,979.776,517.986,64
2288,590.889,653.648,64
2289,793.943,660.951,64
2290,457.421,674.467,64
2291,684.022,695.791,64
2292,97.482,746.229,64
2293,709.932,809.315,64
2294,554.858,856.722,64
2295,62.864,886.943,64
2296,1174.871,894.891,64
2297,273.105,915.866,64
2298,566.744,961.528,64
2299,1186.591,1013.654,64
2300,146.498,1030.307,64
2301,1083.221,1028.963,64
2302,24.63,8.965,65
2303,423.206,66.682,65
2304,895.511,52.102,65
2305,1250.605,42.759,65
2306,946.624,61.028,65
2307,298.375,86.534,65
2308,1253.125,83.456,65
2309,1120.693,112.186,65
2310,1003.387,155.086,65
2311,1092.392,161.234,65
2312,1006.84,182.106,65
2313,1342.044,221.961,65
2314,713.772,242.5,65
2315,616.794,257.365,65
2316,1227.509,249.357,65
2317,1139.403,274.205,65
2318,30.752,343.692,65
2319,338.612,459.847,65
2320,980.031,516.772,65
2321,794.34,657.285,65
2322,578.303,653.258,65
2323,448.34,676.386,65
2324,683.299,685.775,65
2325,94.787,745.537,65
2326,703.176,808.22,65
2327,560.499,849.971,65
2328,70.999,889.552,65
2329,1185.807,886.331,65
2330,283.037,909.192,65
2331,579.365,959.204,65
2332,1188.178,1015.676,65
2333,1079.513,1024.968,65
2334,133.208,1028,65
2335,1252.551,33.6,66
2336,889.68,56.957,66
2337,424.773,77.663,66
2338,968.173,74.764,66
2339,298.509,84.266,66
2340,932.434,88.981,66
2341,1119.441,97.97,66
2342,1125.531,124.785,66
2343,1088.404,151.604,66
2344,999.939,154.685,66
2345,1005.303,182.786,66
2346,1343.965,205.954,66
2347,724.788,255.282,66
2348,628.12,253.759,66
2349,1229.087,260.309,66
2350,1134.231,273.26,66
2351,27.898,345.441,66
2352,336.481,453.111,66
2353,979.958,519.689,66
2354,575.753,652.068,66
2355,791.145,657.188,66
2356,440.706,673.891,66
2357,677.261,676.542,66
2358,807,684.476,66
2359,92.231,743.196,66
2360,1365.517,757.285,66
2361,697.99,814.439,66
2362,569.353,842.728,66
2363,1177.269,885.465,66
2364,75.107,896.602,66
2365,290.745,906.028,66
2366,581.193,959.432,66
2367,1205.669,1007.59,66
2368,1081.425,1022.379,66
2369,121.22,1024.994,66
2370,928.888,1031.973,66
2371,1166.984,1030.476,66
2372,1265.561,20.562,67
2373,894.962,62.791,67
2374,1003.978,62.388,67
2375,980.835,60.032,67
2376,428.589,80.492,67
2377,300.862,87.432,67
2378,961.513,89.308,67
2379,1116.874,97.676,67
2380,1125.96,123.89,67
2381,1092.879,146.872,67
2382,1002.508,155.781,67
2383,1005.804,182.804,67
2384,1348.381,192.726,67
2385,637.808,258.269,67
2386,723.529,268.548,67
2387,1229.493,262.289,67
2388,1132.206,269,67
2389,32.955,347.414,67
2390,332.697,457.146,67
2391,981.477,519.6,67
2392,562.096,638.369,67
2393,792.956,663.616,67
2394,563.584,658.786,67
2395,434.402,671.28,67
2396,673.017,669.959,67
2397,82.897,744.329,67
2398,705.283,815.506,67
2399,579.807,839.582,67
2400,1172.468,882.884,67
2401,74.124,898.76,67
2402,299.275,907.13,67
2403,580.102,955.853,67
2404,1202.755,1010.323,67
2405,1078.657,1021.325,67
2406,105.069,1024.57,67
2407,925.319,1027.37,67
2408,1280.518,12.47,68
2409,1017.692,38.513,68
2410,432.891,85.637,68
2411,895.653,74.873,68
2412,990.661,85.414,68
2413,303.546,90.732,68
2414,1119.642,112.433,68
2415,1096.421,155.073,68
2416,1003.061,155.908,68
2417,1354.225,180.071,68
2418,1007.008,182.127,68
2419,642.594,257.53,68
2420,1222.851,264.542,68
2421,1125.238,276.108,68
2422,736.954,291.335,68
2423,33.116,343.896,68
2424,330.173,464.305,68
2425,979.515,518.847,68
2426,557.083,653.289,68
2427,794.54,667.248,68
2428,664.849,657.575,68
2429,429.585,668.525,68
2430,76.527,742.715,68
2431,1374.829,774.101,68
2432,715.156,816.397,68
2433,1379.006,801.565,68
2434,586.989,838.735,68
2435,1171.846,881.708,68
2436,303.901,906.555,68
2437,72.717,904.909,68
2438,578.452,948.358,68
2439,1068.996,1020.548,68
2440,1199.947,1009.115,68
2441,95.613,1020.831,68
2442,1186.208,1023.218,68
2443,914.997,1028.868,68
2444,128.443,7.46,69
2445,572.077,4.279,69
2446,1293.017,11.57,69
2447,1038.797,29.778,69
2448,897.463,82.06,69
2449,433.164,96.77,69
2450,302.906,93.994,69
2451,1015.353,103.265,69
2452,1116.92,111.355,69
2453,1101.547,142.402,69
2454,992.992,156.29,69
2455,1093.32,163.928,69
2456,1357.355,178.935,69
2457,1006.189,182.474,69
2458,650.757,259.502,69
2459,1221.018,263.569,69
2460,1118.379,277.5,69
2461,743.637,308.802,69
2462,36.312,341.717,69
2463,89.626,384.365,69
2464,43.22,405.302,69
2465,325.615,470.232,69
2466,978.782,528.427,69
2467,656.691,649.508,69
2468,422.256,668.322,69
2469,544.735,661.428,69
2470,797.504,677.864,69
2471,66.232,739.502,69
2472,1387.742,790.653,69
2473,748.814,802.059,69
2474,681.375,815.614,69
2475,588.226,835.742,69
2476,1167.193,881.131,69
2477,327.122,896.515,69
2478,72.482,906.309,69
2479,308.606,903.534,69
2480,575.28,939.749,69
2481,516.164,989.049,69
2482,1062.131,1018.997,69
2483,82.889,1016.206,69
2484,1191.516,1007.17,69
2485,899.469,1027.641,69
2486,1183.857,1022.491,69
2487,122.1,10.575,70
2488,570.001,5.766,70
2489,1303.07,6.279,70
2490,1052.306,53.886,70
2491,894.693,89.463,70
2492,305.821,94.368,70
2493,440.86,109.458,70
2494,1117.635,110.23,70
2495,1038.231,113.116,70
2496,1091.869,153.709,70
2497,994.553,156.954,70
2498,1094.667,170.831,70
2499,1006.878,181.749,70
2500,1354.367,180.842,70
2501,655.612,254.873,70
2502,1221.652,274.837,70
2503,1117.394,281.91,70
2504,882.457,296.019,70
2505,754.345,314.259,70
2506,44.305,341.982,70
2507,313.015,475.927,70
2508,1384.59,468.474,70
2509,981.828,530.015,70
2510,652.427,640.372,70
2511,421.742,672.522,70
2512,537.807,661.707,70
2513,795.955,681.872,70
2514,64.24,732.243,70
2515,1384.665,796.027,70
2516,747.803,802.91,70
2517,688.85,800.87,70
2518,599.603,832.725,70
2519,1165.338,877.455,70
2520,343.872,891.929,70
2521,73.059,905.931,70
2522,569.006,933.854,70
2523,514.366,986.593,70
2524,1065.583,1009.5,70
2525,65.493,1022.239,70
2526,1184.368,1015.329,70
2527,888.807,1026.421,70
2528,115.282,15.442,71
2529,578.057,7.509,71
2530,1070.735,61.552,71
2531,899.198,93.982,71
2532,304.538,90.074,71
2533,1116.708,102.743,71
2534,450.724,116.478,71
2535,1041.435,110.302,71
2536,1123.434,127.276,71
2537,996.845,156.132,71
2538,1006.795,180.839,71
2539,1094.445,175.475,71
2540,1351.091,183.017,71
2541,664.613,248.983,71
2542,1226.217,275.816,71
2543,1114.816,285.311,71
2544,761.804,317,71
2545,55.628,334.494,71
2546,297.004,488.799,71
2547,1379.032,488.053,71
2548,980.674,527.219,71
2549,652.416,631.169,71
2550,531.12,660.097,71
2551,417.76,681.036,71
2552,794.512,680.876,71
2553,58.95,721.869,71
2554,1382.066,799.458,71
2555,749.779,799.002,71
2556,697.772,799.747,71
2557,620.78,825.601,71
2558,1167.284,871.904,71
2559,350.85,887.144,71
2560,75.239,902.851,71
2561,579.28,937.894,71
2562,519.966,986.123,71
2563,1056.217,1003.834,71
2564,1182.398,1008.879,71
2565,56.544,1026.632,71
2566,1181.252,1025.427,71
2567,878.659,1031.486,71
2568,114.919,16.837,72
2569,580.611,8.31,72
2570,1107.076,52.749,72
2571,1088.488,65.434,72
2572,309.877,86.006,72
2573,898.936,104.637,72
2574,1046.887,104.515,72
2575,1115.593,102.137,72
2576,461.734,119.866,72
2577,1123.751,126.703,72
2578,994.04,156.992,72
2579,1095.366,172.798,72
2580,1004.766,182.648,72
2581,1352.894,181.075,72
2582,669.145,241.245,72
2583,1230.823,277.362,72
2584,1110.476,282.5,72
2585,65.558,330.874,72
2586,763.186,327.517,72
2587,273.991,491.392,72
2588,1381.54,500.788,72
2589,981.908,525.435,72
2590,650.363,621.148,72
2591,525.773,663.86,72
2592,793.151,677.978,72
2593,414.224,693.812,72
2594,53.509,713.909,72
2595,686.731,798.873,72
2596,755.805,793.838,72
2597,1386.747,813.302,72
2598,630.352,824.027,72
2599,1168.272,868.186,72
2600,360.525,884.783,72
2601,76.409,897.788,72
2602,586.697,940.136,72
2603,10.156,948.423,72
2604,1051.81,997.422,72
2605,513.87,988.479,72
2606,1177.89,1010.506,72
2607,871.551,1031.237,72
2608,35.696,1033.098,72
2609,110.38,18.689,73
2610,581.046,8.958,73
2611,1144.283,37.467,73
2612,1125.274,49.748,73
2613,298.607,48.291,73
2614,312.497,83.639,73
2615,1044,100.051,73
2616,1114.898,101.708,73
2617,907.019,108.853,73
2618,471.192,120.783,73
2619,1124.648,126.051,73
2620,990.917,156.354,73
2621,1094.044,177.857,73
2622,1351.584,176.87,73
2623,1005.405,182.419,73
2624,660.459,222.308,73
2625,1229.168,280.597,73
2626,1112.357,281.519,73
2627,72.017,336.766,73
2628,767.108,331.945,73
2629,256.227,491.629,73
2630,1383.135,512.778,73
2631,980.132,527.829,73
2632,651.118,611.674,73
2633,788.54,672.455,73
2634,518.719,671.335,73
2635,834.895,674.278,73
2636,411.942,696.957,73
2637,45.279,708.889,73
2638,746.906,776.534,73
2639,1383.718,800.788,73
2640,683.846,811.586,73
2641,634.52,821.625,73
2642,372.259,886.951,73
2643,1171.182,868.157,73
2644,77.623,895.979,73
2645,587.68,940.631,73
2646,8.815,944.267,73
2647,1043.981,986.828,73
2648,514.886,987.553,73
2649,1177.737,1012.307,73
2650,867.58,1032.422,73
