ID,Area,XM,YM,Slice
1873,1543,347.144,873.534,71
1874,537,1080.746,869.368,71
1875,1043,1296.738,908.319,71
1876,1589,781.513,941.283,71
1877,1905,1114.814,950.299,71
1878,896,1368.706,978.217,71
1879,2221,697.958,985.745,71
1880,1502,950.781,1020.546,71
1881,1014,1370.693,1025.141,71
1882,2381,54.673,44.904,72
1883,1118,1098.596,33.784,72
1884,2210,346.084,76.939,72
1885,1009,483.346,86.311,72
1886,1450,875.385,108.328,72
1887,1355,545.290,138.761,72
1888,1226,1351.246,166.843,72
1889,1547,779.594,202.273,72
1890,1747,401.059,274.748,72
1891,677,828.662,292.781,72
1892,1781,355.701,342.586,72
1893,2087,800.063,360.655,72
1894,2767,495.615,381.920,72
1895,475,29.675,373.336,72
1896,1515,1009.243,441.827,72
1897,1850,70.676,534.090,72
1898,1350,46.489,603.554,72
1899,1914,1262.720,660.164,72
1900,990,704.024,680.680,72
1901,313,487.538,693.506,72
1902,1503,280.159,715.306,72
1903,1283,874.462,731.114,72
1904,2222,392.473,758.264,72
1905,1472,580.810,854.101,72
1906,391,1072.283,846.006,72
1907,1536,342.809,874.035,72
1908,1283,1341.777,870.137,72
1909,571,1080.575,869.761,72
1910,979,1292.556,917.195,72
1911,1509,777.204,937.226,72
1912,2078,1119.535,943.317,72
1913,1920,692.295,983.407,72
1914,1221,1372.054,1017.509,72
1915,1018,948.583,1028.081,72
1916,2498,50.421,48.458,73
1917,958,1096.276,59.054,73
1918,1961,344.725,78.595,73
1919,1153,477.502,86.506,73
1920,1425,868.980,109.371,73
1921,1460,536.018,133.697,73
1922,1467,1343.959,164.292,73
1923,1347,766.098,207.954,73
1924,1757,401.001,275.988,73
1925,400,827.730,284.632,73
1926,364,831.981,302.714,73
1927,2018,347.775,335.953,73
1928,1820,804.974,375.531,73
1929,2628,488.541,385.182,73
1930,498,28.303,373.928,73
1931,1537,999.306,437.315,73
1932,2054,71.890,527.040,73
1933,369,560.267,546.318,73
1934,1499,53.049,590.823,73
1935,1855,1265.109,657.230,73
1936,973,706.432,680.987,73
1937,1626,281.151,716.239,73
1938,1376,883.172,733.674,73
1939,2091,393.034,760.999,73
1940,1482,581.758,853.092,73
1941,421,1073.714,845.555,73
1942,1246,1331.953,870.097,73
1943,1467,338.522,877.048,73
1944,561,1078.040,870.384,73
1945,979,1280.987,919.925,73
1946,1586,772.363,934.615,73
1947,1740,1121.924,943.049,73
1948,2317,1372.503,997.631,73
1949,1384,680.941,977.647,73
1950,1163,941.588,1028.293,73
